"تتمحور,1.0,1.0,7.827175954915466E-5"
"قصة,15.0,1.0,0.00117407639323732"
"المسلسل,45.0,1.0,0.0035222291797119597"
"بشكل,2.0,1.0,1.5654351909830932E-4"
"عام,35.0,1.0,0.0027395115842204134"
"حول,16.0,1.0,0.0012523481527864746"
"عائلة,6.0,1.0,4.69630557294928E-4"
"""اليونس"",2.0,1.0,1.5654351909830932E-4"
"الفقيرة,2.0,1.0,1.5654351909830932E-4"
"التي,97.0,1.0,0.007592360676268003"
"تعيش,1.0,1.0,7.827175954915466E-5"
"في,372.0,1.0,0.029117094552285536"
"الريف,5.0,1.0,3.913587977457733E-4"
"الفلسطيني,16.0,1.0,0.0012523481527864746"
"وتتركز,1.0,1.0,7.827175954915466E-5"
"أكثر,9.0,1.0,7.04445835942392E-4"
"حول,16.0,1.0,0.0012523481527864746"
"شخصية,20.0,1.0,0.0015654351909830933"
"""علي"",4.0,1.0,3.1308703819661864E-4"
"التي,97.0,1.0,0.007592360676268003"
"أداهاتيم,1.0,1.0,7.827175954915466E-5"
"حسن-وهو,1.0,1.0,7.827175954915466E-5"
"الراوي,1.0,1.0,7.827175954915466E-5"
"في,372.0,1.0,0.029117094552285536"
"المسلسل-,1.0,1.0,7.827175954915466E-5"
"وأخيه,1.0,1.0,7.827175954915466E-5"
"الأكبر,3.0,1.0,2.34815278647464E-4"
"""أبو,38.0,1.0,0.002974326862867877"
"صالح"",28.0,1.0,0.0021916092673763305"
"وأدّى,1.0,1.0,7.827175954915466E-5"
"دوره,10.0,1.0,7.827175954915466E-4"
"الفنانجمال,1.0,1.0,7.827175954915466E-5"
"سليمان.,2.0,1.0,1.5654351909830932E-4"
"يبدأ,3.0,1.0,2.34815278647464E-4"
"المسلسل,45.0,1.0,0.0035222291797119597"
"بشكلٍ,2.0,1.0,1.5654351909830932E-4"
"رجعي،,1.0,1.0,7.827175954915466E-5"
"حيث,12.0,1.0,9.39261114589856E-4"
"جاءت,2.0,1.0,1.5654351909830932E-4"
"وفاة,2.0,1.0,1.5654351909830932E-4"
"""أبو,38.0,1.0,0.002974326862867877"
"صالح"",28.0,1.0,0.0021916092673763305"
"وعودة,1.0,1.0,7.827175954915466E-5"
"الأخ,5.0,1.0,3.913587977457733E-4"
"الأصغر,4.0,1.0,3.1308703819661864E-4"
"للعائلة,3.0,1.0,2.34815278647464E-4"
"""علي"",4.0,1.0,3.1308703819661864E-4"
"من,316.0,1.0,0.024733876017532873"
"أمريكا,1.0,1.0,7.827175954915466E-5"
"بعد,38.0,1.0,0.002974326862867877"
"أن,178.0,1.0,0.01393237319974953"
"نال,1.0,1.0,7.827175954915466E-5"
"شهادةالدكتوراه،,1.0,1.0,7.827175954915466E-5"
"ثم,36.0,1.0,0.002817783343769568"
"يقف,4.0,1.0,3.1308703819661864E-4"
"الأخ,5.0,1.0,3.913587977457733E-4"
"الأصغر,4.0,1.0,3.1308703819661864E-4"
"""علي"",4.0,1.0,3.1308703819661864E-4"
"أمام,3.0,1.0,2.34815278647464E-4"
"جثمان,2.0,1.0,1.5654351909830932E-4"
"""أبو,38.0,1.0,0.002974326862867877"
"صالح""،,4.0,1.0,3.1308703819661864E-4"
"وفي,22.0,1.0,0.0017219787100814026"
"تلخيص,2.0,1.0,1.5654351909830932E-4"
"يسرد,2.0,1.0,1.5654351909830932E-4"
"جوانب,7.0,1.0,5.479023168440826E-4"
"المأساة,2.0,1.0,1.5654351909830932E-4"
"محدثاً,1.0,1.0,7.827175954915466E-5"
"نفسه,15.0,1.0,0.00117407639323732"
"بمرارة,2.0,1.0,1.5654351909830932E-4"
"عن,68.0,1.0,0.005322479649342517"
"بطولة,2.0,1.0,1.5654351909830932E-4"
"""أبو,38.0,1.0,0.002974326862867877"
"صالح"",28.0,1.0,0.0021916092673763305"
"وخوفه,1.0,1.0,7.827175954915466E-5"
"على,192.0,1.0,0.015028177833437696"
"الذاكرة,8.0,1.0,6.261740763932373E-4"
"الفلسطينية،,4.0,1.0,3.1308703819661864E-4"
"ثم,36.0,1.0,0.002817783343769568"
"يتبع,1.0,1.0,7.827175954915466E-5"
"ذلك,33.0,1.0,0.002582968065122104"
"المشهد,3.0,1.0,2.34815278647464E-4"
"شارة,1.0,1.0,7.827175954915466E-5"
"المسلسل.,2.0,1.0,1.5654351909830932E-4"
"تبدأ,4.0,1.0,3.1308703819661864E-4"
"الحكاية,4.0,1.0,3.1308703819661864E-4"
"في,372.0,1.0,0.029117094552285536"
"قرية,4.0,1.0,3.1308703819661864E-4"
"فلسطينية,4.0,1.0,3.1308703819661864E-4"
"غير,6.0,1.0,4.69630557294928E-4"
"محددة,1.0,1.0,7.827175954915466E-5"
"عام1933مفي,1.0,1.0,7.827175954915466E-5"
"عصرالانتداب,1.0,1.0,7.827175954915466E-5"
"البريطاني,4.0,1.0,3.1308703819661864E-4"
"لفلسطين،,2.0,1.0,1.5654351909830932E-4"
"تزامناً,1.0,1.0,7.827175954915466E-5"
"مع,44.0,1.0,0.0034439574201628053"
"عصر,2.0,1.0,1.5654351909830932E-4"
"الإقطاع,3.0,1.0,2.34815278647464E-4"
"وما,10.0,1.0,7.827175954915466E-4"
"يعانيه,1.0,1.0,7.827175954915466E-5"
"الفلاح,4.0,1.0,3.1308703819661864E-4"
"الفلسطيني،,5.0,1.0,3.913587977457733E-4"
"والعديد,1.0,1.0,7.827175954915466E-5"
"من,316.0,1.0,0.024733876017532873"
"الأزمات,1.0,1.0,7.827175954915466E-5"
"في,372.0,1.0,0.029117094552285536"
"حياة,5.0,1.0,3.913587977457733E-4"
"تلك,20.0,1.0,0.0015654351909830933"
"العائلة,5.0,1.0,3.913587977457733E-4"
"وعلى,11.0,1.0,8.609893550407013E-4"
"رأسها,1.0,1.0,7.827175954915466E-5"
"ربّ,1.0,1.0,7.827175954915466E-5"
"الأسرة,11.0,1.0,8.609893550407013E-4"
"""أبو,38.0,1.0,0.002974326862867877"
"أحمد"",2.0,1.0,1.5654351909830932E-4"
"-يؤدي,2.0,1.0,1.5654351909830932E-4"
"دوره,10.0,1.0,7.827175954915466E-4"
"الممثلخالد,1.0,1.0,7.827175954915466E-5"
"تاجا-,1.0,1.0,7.827175954915466E-5"
"من,316.0,1.0,0.024733876017532873"
"ظلم,1.0,1.0,7.827175954915466E-5"
"واستغلال,1.0,1.0,7.827175954915466E-5"
"طال,2.0,1.0,1.5654351909830932E-4"
"كل,32.0,1.0,0.002504696305572949"
"مناحي,1.0,1.0,7.827175954915466E-5"
"حياتهم,2.0,1.0,1.5654351909830932E-4"
"حتى,28.0,1.0,0.0021916092673763305"
"على,192.0,1.0,0.015028177833437696"
"صعيد,4.0,1.0,3.1308703819661864E-4"
"دراسة,1.0,1.0,7.827175954915466E-5"
"أبنائهم.,1.0,1.0,7.827175954915466E-5"
"تتطور,1.0,1.0,7.827175954915466E-5"
"الأحداث,12.0,1.0,9.39261114589856E-4"
"مع,44.0,1.0,0.0034439574201628053"
"الزمن,1.0,1.0,7.827175954915466E-5"
"وتتغير,1.0,1.0,7.827175954915466E-5"
"حال,3.0,1.0,2.34815278647464E-4"
"تلك,20.0,1.0,0.0015654351909830933"
"الأسرة,11.0,1.0,8.609893550407013E-4"
"في,372.0,1.0,0.029117094552285536"
"كل,32.0,1.0,0.002504696305572949"
"فترة,2.0,1.0,1.5654351909830932E-4"
"بين,29.0,1.0,0.0022698810269254853"
"أفضل,4.0,1.0,3.1308703819661864E-4"
"وأسوأ،,1.0,1.0,7.827175954915466E-5"
"ويتابع,2.0,1.0,1.5654351909830932E-4"
"المسلسل,45.0,1.0,0.0035222291797119597"
"تطور,1.0,1.0,7.827175954915466E-5"
"كل,32.0,1.0,0.002504696305572949"
"شخصية,20.0,1.0,0.0015654351909830933"
"على,192.0,1.0,0.015028177833437696"
"حدى،,1.0,1.0,7.827175954915466E-5"
"ففي,3.0,1.0,2.34815278647464E-4"
"زمنالثورة,1.0,1.0,7.827175954915466E-5"
"الفلسطينية,56.0,1.0,0.004383218534752661"
"الكبرىعام1936موالهجرة,1.0,1.0,7.827175954915466E-5"
"اليهودية،,1.0,1.0,7.827175954915466E-5"
"يتحول,3.0,1.0,2.34815278647464E-4"
"""أبو,38.0,1.0,0.002974326862867877"
"صالح"",28.0,1.0,0.0021916092673763305"
"إلى,142.0,1.0,0.011114589855979962"
"قائد,3.0,1.0,2.34815278647464E-4"
"ثوري,1.0,1.0,7.827175954915466E-5"
"يأمر,1.0,1.0,7.827175954915466E-5"
"وينهي,1.0,1.0,7.827175954915466E-5"
"في,372.0,1.0,0.029117094552285536"
"القرية,14.0,1.0,0.0010958046336881652"
"مما,7.0,1.0,5.479023168440826E-4"
"يُحوّل,1.0,1.0,7.827175954915466E-5"
"حال,3.0,1.0,2.34815278647464E-4"
"الأسرة,11.0,1.0,8.609893550407013E-4"
"كلياً,1.0,1.0,7.827175954915466E-5"
"للأفضل،,1.0,1.0,7.827175954915466E-5"
"في,372.0,1.0,0.029117094552285536"
"هذه,51.0,1.0,0.003991859737006888"
"المرحلة,6.0,1.0,4.69630557294928E-4"
"يستشهد,2.0,1.0,1.5654351909830932E-4"
"""العبد"",1.0,1.0,7.827175954915466E-5"
"-يؤدي,2.0,1.0,1.5654351909830932E-4"
"دورهخالد,1.0,1.0,7.827175954915466E-5"
"القيش-,1.0,1.0,7.827175954915466E-5"
"في,372.0,1.0,0.029117094552285536"
"معارك,3.0,1.0,2.34815278647464E-4"
"الدفاع,2.0,1.0,1.5654351909830932E-4"
"عن,68.0,1.0,0.005322479649342517"
"القرية،,2.0,1.0,1.5654351909830932E-4"
"وهو,22.0,1.0,0.0017219787100814026"
"زوج,1.0,1.0,7.827175954915466E-5"
"الأخت,1.0,1.0,7.827175954915466E-5"
"الوحيدة,1.0,1.0,7.827175954915466E-5"
"في,372.0,1.0,0.029117094552285536"
"الأسرة,11.0,1.0,8.609893550407013E-4"
"""خضرة"",3.0,1.0,2.34815278647464E-4"
"التي,97.0,1.0,0.007592360676268003"
"تؤدي,1.0,1.0,7.827175954915466E-5"
"دورهانادين,1.0,1.0,7.827175954915466E-5"
"سلامة،,2.0,1.0,1.5654351909830932E-4"
"وتضطر,1.0,1.0,7.827175954915466E-5"
"""خضرة"",3.0,1.0,2.34815278647464E-4"
"للزواج,1.0,1.0,7.827175954915466E-5"
"مرة,6.0,1.0,4.69630557294928E-4"
"أخرى,6.0,1.0,4.69630557294928E-4"
"لاحقاً.,1.0,1.0,7.827175954915466E-5"
"ثم,36.0,1.0,0.002817783343769568"
"سرعان,1.0,1.0,7.827175954915466E-5"
"ما,75.0,1.0,0.0058703819661865995"
"يعود,2.0,1.0,1.5654351909830932E-4"
"وضع,3.0,1.0,2.34815278647464E-4"
"الأسرة,11.0,1.0,8.609893550407013E-4"
"ليسوء,1.0,1.0,7.827175954915466E-5"
"بعد,38.0,1.0,0.002974326862867877"
"نهاية,5.0,1.0,3.913587977457733E-4"
"الثورة،,2.0,1.0,1.5654351909830932E-4"
"ثم,36.0,1.0,0.002817783343769568"
